Artist,Genres,Songs,Popularity,Link
VCD,Gospel/Religioso; Hard Rock; Axé,11,0,/vcd-voz-que-clama-no-deserto/
Jimmy Needham,Gospel/Religioso; Romântico; Blues,52,0,/jimmy-needham/
Shekinah Rap,Gospel/Religioso; Rap; Hip Hop,18,0,/shekinah-rap/
Turma da Sandrinha,Infantil; Gospel/Religioso,22,0,/turma-da-sandrinha/
Marcos Aurelio,Gospel/Religioso; Clássico,5,0,/marcos-aurelio/
Banda Bom Pastor,Gospel/Religioso; Pop,39,0,/banda-bom-pastor/
Sarah,Gospel/Religioso,10,0,/sarah/
Salles,Gospel/Religioso,1,0,/salles/
Luzia Costa,Gospel/Religioso,25,0,/luzia-costa/
Grupo Ame,Gospel/Religioso,29,0,/grupo-ame/
Rio da Adoração,Gospel/Religioso,18,0,/rio-da-adoracao/
Rodrigo Soeiro,Gospel/Religioso,34,0,/rodrigo-soeiro/
William Roberto,Gospel/Religioso; Romântico,38,0,/william-roberto/
Josué Teodoro,Gospel/Religioso,47,0,/josue-teodoro/
Marcio Todeschini,Gospel/Religioso,14,0,/marcio-todeschini/
Edilaine Silva,Gospel/Religioso,30,0,/cantora-edilaine-silva/
Nadia Santolli,Gospel/Religioso; Soul Music; Clássico,82,0,/nadia-santolli/
Gui Rebustini,Pop/Rock; Gospel/Religioso,26,0,/gui-rebustini/
Emerson Pinheiro,Gospel/Religioso; Pop; Forró,34,0,/emerson-pinheiro/
Rachael Lampa,Gospel/Religioso; Pop; R&B,71,0,/rachael-lampa/
Pr. Gilmar Brito,Gospel/Religioso; Clássico; World Music,22,0,/pr-gilmar-brito/
Jonny Voice,Gospel/Religioso; Pop/Rock,10,0,/jonny-voice/
José Silva,Sertanejo; MPB; Gospel/Religioso,8,0,/jose-silva/
Luciano Claw,Gospel/Religioso; Black Music; Soul Music,21,0,/luciano-claw/
Brian Littrell,Gospel/Religioso; Pop; Romântico,20,0,/brian-littrell/
Shawn Mcdonald,Gospel/Religioso; Pop; Surf Music,76,0,/shawn-mcdonald/
Hillsong Kids,Gospel/Religioso; Infantil; Pop/Rock,67,0,/hillsong-kids/
Comunidade Das Nações,Gospel/Religioso; Pop; Funk,9,0,/comunidade-das-nacoes/
Italo Villar,Gospel/Religioso,25,0,/italo-villar/
Joziane,Gospel/Religioso; Pop,20,0,/joziane/
Pastor Jayme de Amorim,Gospel/Religioso; Clássico,18,0,/pastor-jayme/
Turminha Viva,Gospel/Religioso,10,0,/turminha-viva/
Dalvimar Gallo,Gospel/Religioso; Pop/Rock; Romântico,37,0,/dalvimar-gallo/
João Sallomé,Gospel/Religioso,3,0,/joao-sallome/
Jon Foreman,Gospel/Religioso,62,0,/jon-foreman/
Banda de Fátima,Gospel/Religioso,18,0,/banda-de-fatima/
Mig & Meg,Gospel/Religioso; Infantil; Folk,12,0,/mig-meg/
Tua Palavra,Pop; Gospel/Religioso,16,0,/tua-palavra/
Tribo do Funk,Gospel/Religioso; Funk; Funk Carioca,28,0,/tribo-do-funk/
HB,Gospel/Religioso; Heavy Metal; Rock,64,0,/hb/
Igreja de Nova Vida,Gospel/Religioso,2,0,/igreja-de-nova-vida/
Bereana Louvor e Adoração,Gospel/Religioso,26,0,/bereana-louvor-e-adoracao/
Maxwell Visão de Aguia,Gospel/Religioso,15,0,/maxwell-visao-de-aguia/
Essência do Rei,Gospel/Religioso,0,0,/essencia-do-rei/
Nicolai,Trap; Gospel/Religioso; Rap,8,0,/nicolai/
The Clark Sisters,Gospel/Religioso; Jazz; Axé,115,0,/the-clark-sisters/
Vânia Sampaio,Gospel/Religioso; Axé,15,0,/vania-sampaio/
Luana Duarte,Gospel/Religioso,21,0,/luana-duarte/
Tribo da Galileia,Rap; Gospel/Religioso,1,0,/tribo-da-galileia/
Sebhasttião Alves,Gospel/Religioso,48,0.1,/sebhasttiao-alves/
Claudia Cerqueira,Gospel/Religioso,6,0,/claudia-cerqueira/
Raimylly Rêgo,Gospel/Religioso,12,0,/raimylly-rego/
Pastor Elizeu Canela,Gospel/Religioso,1,0,/pastor-elizeu-canela/
Ana Paula Procópio,Gospel/Religioso; Pop,18,0,/ana-paula-procopio/
Praise Machine,Gospel/Religioso; Pop/Rock,27,0,/praise-machine/
Youthful Praise,Gospel/Religioso; Electronica; Black Music,107,0,/youthful-praise/
Jó 42,Gospel/Religioso; Rock; Pop,32,0,/jo-42/
Ministerio Espírito Santo,Gospel/Religioso,15,0,/ministerio-espirito-santo/
Rap Com Vida,Hip Hop; Rap; Gospel/Religioso,5,0,/rap-com-vida/
Renan Freixes,Gospel/Religioso; Pop,2,0,/renan-freixes/
Marcislene,Gospel/Religioso,3,0,/marcislene/
Group 1 Crew,Gospel/Religioso; Hip Hop; Dance,48,0,/group-1-crew/
Sérgio Luiz,Gospel/Religioso,4,0,/sergio-luiz/
Death Therapy,Gospel/Religioso; Metal,29,0,/death-therapy/
Nara Simone,Gospel/Religioso,10,0,/nara-simone/
Priscila Cruz,Gospel/Religioso; Pop; Grunge,11,0,/priscila-cruz/
Elísio Neto,Gospel/Religioso,26,0,/elisio-neto/
Jabes Gilleade,Romântico; Gospel/Religioso; MPB,12,0,/jabes-gilleade/
Daniell Dias,Gospel/Religioso,10,0,/daniell-dias/
Fabiana Lopes,Gospel/Religioso,11,0,/fabiana-lopes/
Felipe Bonavita,Gospel/Religioso,6,0,/felipe-bonavita/
Vida Abundante,Gospel/Religioso,8,0,/vida-abundante/
Nael Rodrigues,Pop; Gospel/Religioso,14,0,/nael-rodrigues/
Louvor Para As Nações,Gospel/Religioso,7,0,/louvor-para-as-nacoes/
Banda Alta Voltagem,Gospel/Religioso; Rap; Hip Hop,4,0,/alta-voltagem/
Amanda Melo,Gospel/Religioso,2,0,/amanda-melo/
Comunidade Vida Cristã,Gospel/Religioso; Axé,32,0,/comunidade-vida-crista/
Love Song,Gospel/Religioso,5,0,/love-song/
Mary Ellen,Pop/Rock; Gospel/Religioso,7,0,/mary-ellen/
Raony Farsura,Gospel/Religioso,14,0,/raony-farsura/
Krystal Meyers,Gospel/Religioso; Pop/Rock; Rock,37,0,/krystal-meyers/
Paula Mendes,Gospel/Religioso,10,0,/paula-mendes/
220 Band,Gospel/Religioso,2,0,/220-band/
Ellis Oliver,Pop; Gospel/Religioso,6,0,/ellis-oliver/
Lucas Alencar,Pop; Gospel/Religioso,12,0,/lucas-alencar/
Trap G O General,Hip Hop; Gospel/Religioso; Rap,12,0,/trap-g-o-general/
Laressa Abreu,Gospel/Religioso; MPB,26,0,/laressa-abreu/
Carlos Dias,Gospel/Religioso,27,0,/carlos-dias/
Rafael Chagas,Sertanejo; Gospel/Religioso,2,0,/rafael-chagas/
Kelly Monteiro,Gospel/Religioso,10,0,/kelly-monteiro/
Patrícia Nunes,Gospel/Religioso,12,0,/patricia-nunes/
Bem da Hora,Gospel/Religioso; Pop; Pop/Rock,24,0,/bem-da-hora/
Rosivaldo,Gospel/Religioso; Axé,36,0,/rosivaldo/
Léia Férrier,Gospel/Religioso,19,0,/leia-ferrier/
Nara Lopes,Gospel/Religioso,11,0,/nara-lopes/
Mayke Ferraz,Sertanejo; Gospel/Religioso,22,0,/mayke-ferraz/
Eliseu Alvernaz,Gospel/Religioso,15,0,/eliseu-alvernaz/
Djalma,Gospel/Religioso; Blues; Hard Rock,3,0,/djalma/
Jolix Christian,Hip Hop; Gospel/Religioso,66,0,/jolix-christian/
Deise Rosa,Gospel/Religioso; Pop/Rock; Country,24,0,/deise-rosa/
Carol Celico,Gospel/Religioso; Romântico; Instrumental,13,0,/carol-celico/
Betinho (Gospel),Gospel/Religioso,22,0,/betinho-gospel/
Lucilene Xavier,Gospel/Religioso,2,0,/lucilene-xavier/
Hemanuel e Hisrael,Gospel/Religioso,12,0,/hemanuel-e-hisrael/
Leyde e Kezya,Gospel/Religioso,4,0,/leyde-e-kezya/
Jéfferson Yuri,Gospel/Religioso,3,0,/jefferson-yuri/
Mike Archanjo,Pop/Rock; Gospel/Religioso,5,0,/mike-archanjo/
Felipe Salaibe,Gospel/Religioso,3,0,/felipe-salaibe/
Crisangela,Gospel/Religioso; Black Music,26,0,/crisangela/
Cristiane Medeiros,Gospel/Religioso,5,0,/cristiane-medeiros/
Patriarcas Mc's,Rap; Gospel/Religioso; Hip Hop,5,0,/patriarcas-mcs/
Audenise Santos,Gospel/Religioso,8,0,/audenise-santos/
Valdem Mc Sobrevivente da Fé,Gospel/Religioso; Hip Hop; Rap,14,0,/valdem-mc-sobrevivente-da-fe/
Banda Alien,Gospel/Religioso; Rock Alternativo,11,0,/banda-alien/
Ministério Milagre da Vida,Gospel/Religioso,13,0,/ministerio-milagre-da-vida/
Evanescence,Rock; Rock Alternativo; Gótico,147,28.2,/evanescence/
The Cure,Gótico; Pós-Punk; Rock,262,5.1,/the-cure/
Era,New Age; Gótico; Clássico,50,3,/era/
Marilyn Manson,Industrial; Rock; Heavy Metal,227,2.7,/marilyn-manson/
Nightwish,Heavy Metal; Rock; Gótico,147,2.2,/nightwish/
Faith No More,Rock Alternativo; Heavy Metal; Rock,101,2.2,/faith-no-more/
Placebo,Rock; Indie; Gótico,168,1.5,/placebo/
Within Temptation,Rock; Gótico; Heavy Metal,133,1,/within-temptation/
The Sisters of Mercy,Gótico; Pós-Punk,72,0,/the-sisters-of-mercy/
Siouxsie And The Banshees,Pós-Punk; Gótico,146,0,/siouxsie-and-the-banshees/
Cradle of Filth,Heavy Metal; Gótico,169,0,/cradle-of-filth/
The Rasmus,Rock; Gótico,127,0,/the-rasmus/
The Mission,Gótico; Rock; Pós-Punk,132,0,/the-mission/
HIM,Rock; Heavy Metal; Gótico,113,0,/him/
Amy Lee,Rock; Gótico; Hard Rock,33,0,/amy-lee/
Lacuna Coil,Heavy Metal; Gótico; Rock,294,0,/lacuna-coil/
Cocteau Twins,Indie; Pós-Punk; Gótico,98,0,/cocteau-twins/
Lacrimosa,Gótico,143,0.1,/lacrimosa/
Bauhaus,Gótico; Pós-Punk,72,0,/bauhaus/
Tristania,Gótico; Heavy Metal; Rock,79,0,/tristania/
Therion,Gótico; Heavy Metal,224,0,/therion/
Peter Murphy,Gótico,54,0,/peter-murphy/
Fields Of The Nephilim,Gótico; Pós-Punk,49,0,/fields-of-the-nephilim/
Gene Loves Jezebel,Gótico; Rock; Hard Rock,52,0,/gene-loves-jezebel/
The Birthday Massacre,Gótico; Industrial,82,0,/birthday-massacre/
The 69 Eyes,Gótico; Heavy Metal; Rock,123,0,/the-69-eyes/
Sirenia,Gótico; Heavy Metal; Hard Rock,89,0,/sirenia/
We Are The Fallen,Gótico; Rock; Rock Alternativo,13,0,/we-are-the-fallen/
Alien Sex Fiend,Gótico; Pós-Punk; Punk Rock,50,0,/alien-sex-fiend/
Xandria,Heavy Metal; Gótico; Instrumental,97,0,/xandria/
Voltaire,Gótico; Rock; Pop/Rock,97,0,/voltaire/
Clan of Xymox,Gótico,102,0,/clan-of-xymox/
Xmal Deutschland,Gótico; Pós-Punk; New Wave,42,0,/xmal-deutschland/
Maldita,Gótico; Rock; Industrial,59,0,/maldita/
Deathstars,Industrial; Gótico; Heavy Metal,47,0,/deathstars/
Diary of Dreams,Gótico; Industrial; Electronica,130,0,/diary-of-dreams/
In The Dark,Gótico; Metal; Rock,8,0,/in-the-dark/
Tones On Tail,Gótico,3,0,/tones-on-tail/
Theatres Des Vampires,Gótico; Heavy Metal; Black Music,87,0,/theatres-des-vampires/
Pearl Jam,Grunge; Rock; Rock Alternativo,223,28.2,/pearl-jam/
Nirvana,Rock; Grunge; Rock Alternativo,128,40.3,/nirvana/
Foo Fighters,Rock Alternativo; Rock; Hard Rock,188,19.9,/foo-fighters/
Alice In Chains,Grunge; Rock,107,4,/alice-in-chains/
Silverchair,Rock; Grunge,91,2.2,/silverchair/
Smashing Pumpkins,Grunge; Rock; Rock Alternativo,279,2.2,/smashing-pumpkins/
Soundgarden,Rock; Grunge,120,1.5,/soundgarden/
Soul Asylum,Rock; Grunge,156,1,/soul-asylum/
Stone Temple Pilots,Grunge; Rock; Rock Alternativo,111,1,/stone-temple-pilots/
Temple Of The Dog,Grunge; Rock; Rock Alternativo,10,0,/temple-of-the-dog/
Hole,Rock Alternativo; Grunge,104,0,/hole/
Mark Lanegan,Rock Alternativo; Grunge,146,0,/mark-lanegan/
L7,Grunge; Punk Rock; Rock Alternativo,73,0,/l7/
Mudhoney,Grunge; Rock Alternativo,152,0,/mudhoney/
Dinosaur Jr.,Rock Alternativo; Grunge,122,0,/dinosaur-jr/
Mother Love Bone,Grunge,18,0,/mother-love-bone/
Felipe Renfro,Grunge; Trap; Hip Hop,15,0,/felipe-renfro/
Superchunk,Rock Alternativo; Indie; Grunge,119,0,/superchunk/
Tad,Grunge; Heavy Metal; Punk Rock,49,0,/tad/
Bon Jovi,Hard Rock; Rock; Pop/Rock,376,45.9,/bon-jovi/
Scorpions,Rock; Hard Rock; Heavy Metal,269,41.5,/scorpions/
Guns N' Roses,Hard Rock; Rock; Heavy Metal,104,33.3,/guns-n-roses/
Queen,Rock; Hard Rock; Progressivo,253,39.7,/queen/
Linkin Park,Rock Alternativo; Rap; Rock,229,31.2,/linkin-park/
Metallica,Rock; Hard Rock; Heavy Metal,180,24.3,/metallica/
System of a Down,Heavy Metal; Hard Rock; Rock,115,16.1,/system-of-a-down/
Aerosmith,Rock; Hard Rock; Heavy Metal,249,18.8,/aerosmith/
Iron Maiden,Heavy Metal; Rock; Hard Rock,199,11.6,/iron-maiden/
Led Zeppelin,Rock; Hard Rock; Heavy Metal,95,13.8,/led-zeppelin/
Slipknot,Hard Rock; Heavy Metal; Rock,129,8.6,/slipknot/
Black Sabbath,Heavy Metal; Hard Rock; Rock,195,6,/black-sabbath/
Kansas,Progressivo; Hard Rock; Rock,140,5.4,/kansas/
Avenged Sevenfold,Hard Rock; Heavy Metal; Rock,119,5.3,/avenged-sevenfold/
Kiss,Rock; Hard Rock; Heavy Metal,276,6,/kiss/
Audioslave,Hard Rock; Rock,50,6.2,/audioslave/
Ozzy Osbourne,Rock; Hard Rock; Heavy Metal,188,4.4,/ozzy-osbourne/
Extreme,Hard Rock; Rock,74,6.1,/extreme/
Rage Against The Machine,Rock; Hard Rock; Rap,67,4,/rage-against-the-machine/
My Chemical Romance,Rock Alternativo; Punk Rock; Rock,96,3.3,/my-chemical-romance/
Van Halen,Hard Rock; Heavy Metal; Rock,139,3.4,/van-halen/
Journey,Soft Rock; Rock; Hard Rock,174,3.4,/journey/
Disturbed,Rock; Hard Rock; Heavy Metal,128,2.8,/disturbed/
Bring Me The Horizon,Rock; Hardcore; Heavy Metal,112,2.7,/bring-me-the-horizon/
Deep Purple,Hard Rock; Heavy Metal; Rock,261,2.8,/deep-purple/
Whitesnake,Hard Rock; Rock,163,3.1,/whitesnake/
CPM 22,Hardcore; Punk Rock; Rock,120,1.8,/cpm-22/
Three Days Grace,Rock; Hard Rock; Rock Alternativo,87,2,/three-days-grace/
Limp Bizkit,Rock; Hard Rock; Hip Hop,144,2.5,/limp-bizkit/
Survivor,Hard Rock; Rock,87,1.6,/survivor/
Stone Sour,Rock; Hard Rock; Heavy Metal,126,1.9,/stone-sour/
Ghost,Heavy Metal; Hard Rock; Rock,66,2.5,/ghost/
Megadeth,Heavy Metal; Hard Rock; Rock,191,1.4,/megadeth/
Alice Cooper,Rock; Hard Rock; Heavy Metal,330,1.4,/alice-cooper/
Heart,Rock; Hard Rock,154,1.6,/heart/
Greta Van Fleet,Rock; Hard Rock,34,1.3,/greta-van-fleet/
Slash,Rock; Hard Rock; Heavy Metal,103,0.9,/slash/
The Pretty Reckless,Rock Alternativo; Hard Rock; Rock,86,1.2,/the-pretty-reckless/
Europe,Hard Rock; Rock; Heavy Metal,141,1,/europe/
Mötley Crüe,Hard Rock; Heavy Metal,169,1,/motley-crue/
Asking Alexandria,Rock; Hard Rock; Hardcore,113,0,/asking-alexandria/
Queens Of The Stone Age,Rock; Hard Rock; Rock Alternativo,106,1,/queens-of-the-stone-age/
Judas Priest,Hard Rock; Heavy Metal,215,1,/judas-priest/
Skid Row,Hard Rock; Rock,85,1,/skid-row/
Twisted Sister,Hard Rock,86,1.4,/twisted-sister/
Breaking Benjamin,Rock; Hard Rock; Rock Alternativo,83,1,/breaking-benjamin/
Bullet For My Valentine,Heavy Metal; Rock; Hard Rock,103,1,/bullet-for-my-valentine/
Dio,Hard Rock; Heavy Metal; Rock,126,1,/dio/
Papa Roach,Rock; Hardcore; Hard Rock,163,1,/papa-roach/
Rainbow,Hard Rock; Heavy Metal; Rock,75,0,/rainbow/
Def Leppard,Hard Rock,163,0,/def-leppard/
Mr. Big,Hard Rock; Rock; Romântico,112,1,/mr-big/
Poison,Hard Rock; Heavy Metal; Rock,115,1,/poison/
Joan Jett & The Blackhearts,Rock; Punk Rock; Hard Rock,179,1,/joan-jett-the-blackhearts/
Cheap Trick,Power-Pop; Rock; Hard Rock,200,0,/cheap-trick/
Uriah Heep,Hard Rock; Rock; Heavy Metal,263,0,/uriah-heep/
Bad Company,Hard Rock; Rock; Blues,104,0,/bad-company/
Quiet Riot,Hard Rock; Heavy Metal; Rock,72,0,/quiet-riot/
Dragonforce,Heavy Metal; Hard Rock; Rock,90,0,/dragonforce/
The Darkness,Hard Rock,81,0,/the-darkness/
New Model Army,Rock; Pós-Punk; Hard Rock,169,0,/new-model-army/
Cinderella,Hard Rock,54,0,/cinderella/
Boston,Hard Rock; Rock; Clássico,54,1,/boston/
Blue Öyster Cult,Hard Rock; Heavy Metal; Rock,114,0,/blue-oyster-cult/
Tesla,Hard Rock,113,2.3,/tesla/
Velvet Revolver,Hard Rock; Rock; Heavy Metal,36,0,/velvet-revolver/
Manic Street Preachers,Indie; Rock; Hard Rock,270,0,/manic-street-preachers/
Gloria,Rock; Hard Rock; Hardcore,69,0,/gloria/
Living Colour,Hard Rock,53,0,/living-colour/
Blackmore's Night,Hard Rock; Folk; New Age,103,0,/blackmores-night/
Saliva,Heavy Metal; Hard Rock; Rock,90,0,/saliva/
Zakk Wylde,Hard Rock; Heavy Metal,52,0,/zakk-wylde/
White Lion,Hard Rock; Heavy Metal,29,0,/white-lion/
The Runaways,Hard Rock; Rock; Punk Rock,50,0,/runaways/
David Coverdale,Hard Rock,44,0,/david-coverdale/
Fair Warning,Hard Rock; Heavy Metal,47,0,/fair-warning/
Glenn Hughes,Hard Rock; Rock,151,0,/glenn-hughes/
Lordi,Hard Rock; Heavy Metal,102,0,/lordi/
Dr. Sin,Rock; Hard Rock; Heavy Metal,109,0,/dr-sin/
Rob Rock,Hard Rock; Heavy Metal; Gospel/Religioso,40,0,/rob-rock/
Saigon Kick,Hard Rock,20,0,/saigon-kick/
Down,Heavy Metal; Hard Rock; Country,44,0,/down/
Nelson,Hard Rock; Romântico; Pop,81,0,/nelson/
Jeff Scott Soto,Hard Rock,47,0,/jeff-scott-soto/
Tank (Band),Hard Rock; Rock,50,0,/tank-band/
Tyketto,Hard Rock; Rock,34,0,/tyketto/
Talisman,Hard Rock,86,0,/talisman/
Iron Weasel,Rock; Hard Rock; Heavy Metal,20,0,/iron-weasel/
Cherry Ramona,Hard Rock; Rock; Punk Rock,10,0,/cherry-ramona/
Icon For Hire,Rock Alternativo; Hard Rock,43,0,/icon-for-hire/
Banda Antítese,Hard Rock,18,0,/banda-antitese/
Girlie Hell,Hard Rock; Heavy Metal; Rock,7,0,/girlie-hell/
Dona Mag,Hard Rock; Rock,10,0,/dona-mag/
Reduce,Punk Rock; Hard Rock; Rock Alternativo,9,0,/reduce/
The Offspring,Hardcore; Punk Rock; Rock,155,5,/the-offspring/
Raimundos,Punk Rock; Hardcore; Rock,121,2.8,/raimundos/
NOFX,Hardcore; Punk Rock,305,1.6,/nofx/
Forfun,Rock Alternativo; Hardcore; Reggae,81,1.2,/forfun/
Dead Fish,Hardcore; Rock; Punk Rock,146,0,/dead-fish/
A Day To Remember,Hardcore; Rock,96,0.6,/a-day-to-remember/
Rise Against,Punk Rock; Hardcore; Rock,136,0,/rise-against/
Anjos Anônimos,Pop/Rock; Rock; Hardcore,1029,0.1,/anjos-anonimos/
Falling In Reverse,Hardcore; Rock; Hard Rock,65,0,/falling-in-reverse/
Face To Face,Punk Rock; Hardcore,164,0,/face-to-face/
Cueio Limão,Hardcore; Punk Rock; Rock,63,0,/cueio-limao/
Pennywise,Punk Rock; Hardcore; Rock,171,0,/pennywise/
Ratos de Porão,Punk Rock; Hardcore,148,0,/ratos-de-porao/
Hateen,Hardcore; Rock; Emocore,80,0,/hateen/
Scalene,Rock Alternativo; Rock; Pop/Rock,0,0.2,/scalene/
Hollywood Undead,Rock; Hardcore; Rap,105,0,/hollywood-undead/
Dead Kennedys,Hardcore; Punk Rock; Rock,82,0,/dead-kennedys/
GG Allin,Hardcore; Punk Rock,130,0,/gg-allin/
Suicidal Tendencies,Hardcore; Punk Rock; Heavy Metal,120,0,/suicidal-tendencies/
Dance of Days,Pós-Punk; Hardcore; Rock,135,0,/dance-of-days/
The Exploited,Hardcore; Punk Rock,105,0,/the-exploited/
Suicide Silence,Hardcore; Heavy Metal; Hard Rock,74,0,/suicide-silence/
Fugazi,Hardcore; Punk Rock; Disco,84,0,/fugazi/
Descendents,Punk Rock; Hardcore; Pop/Punk,133,0,/descendents/
Hüsker Dü,Rock Alternativo; Punk Rock; Hardcore,120,0,/husker-du/
Clauneck Sixxx,Hardcore; Rock; Trap,28,0,/clauneck-sixxx/
Atreyu,Hardcore; Heavy Metal; Rock,108,0,/atreyu/
Rancore,Hardcore; Rock; Rock Alternativo,45,0,/rancore/
No Use For A Name,Hardcore; Punk Rock; Rock,124,0,/no-use-for-a-name/
D.F.C.,Hardcore; Punk Rock; Gospel/Religioso,97,0,/dfc/
Black Flag,Hardcore; Punk Rock; Rock,70,0,/black-flag/
Sugar Kane,Hardcore,98,0,/sugar-kane/
All,Hardcore,142,0,/all/
Biohazard,Hardcore; Heavy Metal; Punk Rock,114,0,/biohazard/
Madball,Hardcore; Punk Rock; Rock,78,0,/madball/
Eyes Set To Kill,Hardcore; Rock; Emocore,69,0,/eyes-set-to-kill/
The Devil Wears Prada,Hardcore; Gospel/Religioso; Heavy Metal,77,0,/the-devil-wears-prada/
Sick Of It All,Hardcore,141,0,/sick-of-it-all/
Agnostic Front,Hardcore; Punk Rock,112,0,/agnostic-front/
Circle Jerks,Hardcore; Punk Rock,76,0,/circle-jerks/
Caliban,Hardcore,123,0,/caliban/
36 Crazyfists,Industrial; Heavy Metal; Hardcore,78,0,/36-crazyfists/
Walls of Jericho,Hardcore; Heavy Metal; Punk Rock,47,0,/walls-of-jericho/
Cambio Negro Hc,Rock; Hardcore; Punk Rock,4,0,/cambio-negro-hc/
Let's Go,Hardcore; Rock; Emocore,25,0,/lets-go/
Alcoólicos Sexuais,Rock Alternativo; Punk Rock; Hardcore,20,0,/alcoolicos-sexuais/
Attack Attack!,Hardcore,29,0,/attack-attack/
Khorium,Hardcore; Rap; Metal,17,0,/khorium/
Maddiba,Hip Hop; Metal; Hardcore,14,0,/maddiba/
Prong,Heavy Metal; Industrial; Hardcore,40,0,/prong/
Undergust,Hardcore,6,0,/undergust/
Laboratori,Hardcore,11,0,/laboratori/
Rammstein,Rock; Industrial; Heavy Metal,172,32.5,/rammstein/
Angra,Rock; Heavy Metal,125,2.6,/angra/
Korn,Heavy Metal; Rock; Hard Rock,243,2.2,/korn/
Sepultura,Heavy Metal,212,1.5,/sepultura/
Five Finger Death Punch,Heavy Metal,112,1.8,/five-finger-death-punch/
Motörhead,Heavy Metal; Rock; Hard Rock,267,0.8,/motorhead/
Cannibal Corpse,Heavy Metal,176,0,/cannibal-corpse/
Helloween,Heavy Metal; Rock,266,1,/helloween/
Pantera,Heavy Metal,108,1,/pantera/
Black Label Society,Heavy Metal,146,1,/black-label-society/
Dream Theater,Progressivo; Heavy Metal; Rock,231,1,/dream-theater/
Slayer,Heavy Metal,148,3,/slayer/
Bruce Dickinson,Heavy Metal,108,1,/bruce-dickinson/
Manowar,Heavy Metal; Hard Rock; Rock,112,0,/manowar/
Shaman,Heavy Metal; Rock; Hard Rock,46,0,/shaman/
Babymetal,J-Pop/J-Rock; Heavy Metal; Rock,49,0,/babymetal/
Amon Amarth,Heavy Metal,120,0,/amon-amarth/
Queensrÿche,Heavy Metal; Rock; Progressivo,152,1,/queensryche/
Stratovarius,Heavy Metal; Instrumental; Rock,172,0,/stratovarius/
Mudvayne,Heavy Metal; Rock; Hard Rock,77,0,/mudvayne/
Type O Negative,Heavy Metal; Gótico; Black Music,79,0,/type-o-negative/
Rhapsody of Fire,Heavy Metal,169,0,/rhapsody/
Accept,Heavy Metal,178,0,/accept/
Blind Guardian,Heavy Metal,156,0,/blind-guardian/
W.A.S.P.,Heavy Metal; Hard Rock; Rock,148,0,/wasp/
Apocalyptica,Instrumental; Heavy Metal,51,0,/apocalyptica/
Saxon,Heavy Metal,172,0,/saxon/
Serj Tankian,Heavy Metal; Rock,63,0,/serj-tankian/
Mercyful Fate,Heavy Metal,83,2.9,/mercyful-fate/
Drowning Pool,Heavy Metal; Hard Rock; Rock,55,0,/drowning-pool/
Avantasia,Heavy Metal; Rock; Hard Rock,86,0,/avantasia/
Sonata Arctica,Heavy Metal; Rock; Hard Rock,154,0,/sonata-artica/
Trivium,Heavy Metal,136,0,/trivium/
HammerFall,Heavy Metal,130,0,/hammerfall/
Godsmack,Heavy Metal; Hard Rock; Rock,96,0,/godsmack/
Danzig,Heavy Metal; Rock; Hard Rock,139,0,/danzig/
Edguy,Heavy Metal; Rock; Hard Rock,129,0,/edguy/
Arch Enemy,Heavy Metal,112,0,/arch-enemy/
Kamelot,Heavy Metal; Gótico; Rock,173,0,/kamelot/
In This Moment,Heavy Metal; Rock; Hardcore,96,0,/in-this-moment/
Tenacious D,Rock; Heavy Metal; Hard Rock,114,1,/tenacious-d/
Motionless In White,Heavy Metal,86,0,/motionless-in-white/
Iced Earth,Heavy Metal; Rock; Hard Rock,156,0,/iced-earth/
Killswitch Engage,Heavy Metal; Rock; Hardcore,102,0,/killswitch-engage/
Bathory,Metal; Heavy Metal; Rock,149,0,/bathory/
Paradise Lost,Heavy Metal; Gótico,190,0,/paradise-lost/
Mastodon,Heavy Metal,104,0,/mastodon/
Dimmu Borgir,Heavy Metal; Black Music; Gótico,101,0,/dimmu-borgir/
Massacration,Heavy Metal; Rock; Hard Rock,31,0,/massacration/
Amorphis,Heavy Metal,129,0,/amorphis/
Lamb Of God,Heavy Metal; Rock; Hardcore,110,0,/lamb-of-god/
Behemoth,Heavy Metal; Black Music,128,0,/behemoth/
Gamma Ray,Heavy Metal; Hard Rock; Axé,130,0,/gamma-ray/
Mayhem,Heavy Metal,59,0,/mayhem/
King Diamond,Heavy Metal; Classic Rock; Axé,160,0,/king-diamond/
Venom,Heavy Metal; Black Music; Funk,147,0,/venom/
Anthrax,Heavy Metal; Hard Rock; Rock,180,0,/anthrax/
Death,Heavy Metal; Tecnopop,68,0,/death/
Andre Matos,Heavy Metal; Rock; Clássico,41,0,/andre-matos/
Anathema,Heavy Metal,129,0,/anathema/
Napalm Death,Heavy Metal; Hardcore; New Wave,252,0,/napalm-death/
After Forever,Heavy Metal; Gótico; Rock,76,0,/after-forever/
Axel Rudi Pell,Heavy Metal; Hard Rock; Rock,139,0,/axel-rudi-pell/
All That Remains,Heavy Metal; Hardcore; Rock,80,0,/all-that-remains/
Dope,Heavy Metal,90,0,/dope/
Jorn Lande,Heavy Metal,129,0,/jorn-lande/
